Date,Inbound,Outbound
2016-07-21,0.76,0.85
2016-07-22,0.77,0.86
2016-07-23,0.79,0.85
2016-07-24,0.79,0.83
2016-07-25,0.76,0.85
2016-07-26,0.77,0.85
2016-07-27,0.76,0.85
2016-07-28,0.76,0.85
2016-07-29,0.77,0.85
2016-07-30,0.80,0.85
2016-07-31,0.80,0.83
2016-08-01,0.77,0.85
2016-08-02,0.76,0.85
2016-08-03,0.76,0.85
2016-08-04,0.76,0.85
2016-08-05,0.77,0.86
2016-08-06,0.80,0.86
2016-08-07,0.80,0.84
2016-08-08,0.77,0.86
2016-08-09,0.77,0.86
2016-08-10,0.76,0.86
2016-08-11,0.77,0.86
2016-08-12,0.77,0.87
2016-08-13,0.80,0.86
2016-08-14,0.80,0.85
2016-08-15,0.78,0.86
2016-08-16,0.77,0.86
2016-08-17,0.76,0.86
2016-08-18,0.77,0.86
2016-08-19,0.77,0.86
2016-08-20,0.80,0.86
2016-08-21,0.79,0.84
2016-08-22,0.77,0.86
2016-08-23,0.77,0.86
2016-08-24,0.77,0.86
2016-08-25,0.76,0.86
2016-08-26,0.77,0.86
2016-08-27,0.80,0.86
2016-08-28,0.79,0.84
2016-08-29,0.77,0.86
2016-08-30,0.77,0.86
2016-08-31,0.77,0.86
2016-09-01,0.76,0.86
2016-09-02,0.77,0.86
2016-09-03,0.80,0.85
2016-09-04,0.80,0.84
2016-09-05,0.78,0.84
2016-09-06,0.77,0.86
2016-09-07,0.77,0.86
2016-09-08,0.77,0.86
2016-09-09,0.77,0.86
2016-09-10,0.80,0.86
2016-09-11,0.80,0.84
2016-09-12,0.78,0.86
2016-09-13,0.77,0.86
2016-09-14,0.77,0.86
2016-09-15,0.77,0.86
2016-09-16,0.78,0.86
2016-09-17,0.81,0.86
2016-09-18,0.80,0.85
2016-09-19,0.77,0.86
2016-09-20,0.77,0.86
2016-09-21,0.77,0.86
2016-09-22,0.77,0.86
2016-09-23,0.78,0.86
2016-09-24,0.81,0.86
2016-09-25,0.80,0.84
2016-09-26,0.78,0.86
2016-09-27,0.78,0.86
2016-09-28,0.77,0.86
2016-09-29,0.78,0.86
2016-09-30,0.78,0.86
2016-10-01,0.82,0.86
2016-10-02,0.81,0.85
2016-10-03,0.78,0.86
2016-10-04,0.78,0.86
2016-10-05,0.78,0.86
2016-10-06,0.77,0.86
2016-10-07,0.78,0.86
2016-10-08,0.81,0.86
2016-10-09,0.81,0.85
2016-10-10,0.79,0.86
2016-10-11,0.79,0.86
2016-10-12,0.78,0.86
2016-10-13,0.78,0.86
2016-10-14,0.78,0.86
2016-10-15,0.81,0.86
2016-10-16,0.81,0.85
2016-10-17,0.79,0.86
2016-10-18,0.78,0.86
2016-10-19,0.78,0.86
2016-10-20,0.78,0.86
2016-10-21,0.78,0.87
2016-10-22,0.81,0.86
2016-10-23,0.81,0.85
2016-10-24,0.79,0.86
2016-10-25,0.79,0.86
2016-10-26,0.78,0.86
2016-10-27,0.78,0.86
2016-10-28,0.79,0.87
2016-10-29,0.81,0.86
2016-10-30,0.81,0.85
2016-10-31,0.80,0.86
2016-11-01,0.79,0.86
2016-11-02,0.78,0.87
2016-11-03,0.77,0.86
2016-11-04,0.78,0.87
2016-11-05,0.81,0.86
2016-11-06,0.80,0.84
2016-11-07,0.78,0.86
2016-11-08,0.78,0.86
2016-11-09,0.78,0.86
2016-11-10,0.77,0.86
2016-11-11,0.78,0.87
2016-11-12,0.81,0.86
2016-11-13,0.80,0.84
2016-11-14,0.79,0.86
2016-11-15,0.78,0.86
2016-11-16,0.78,0.86
2016-11-17,0.77,0.86
2016-11-18,0.78,0.87
2016-11-19,0.81,0.86
2016-11-20,0.80,0.85
2016-11-21,0.77,0.86
2016-11-22,0.78,0.87
2016-11-23,0.78,0.86
2016-11-24,0.78,0.85
2016-11-25,0.78,0.86
2016-11-26,0.81,0.86
2016-11-27,0.80,0.84
2016-11-28,0.77,0.87
2016-11-29,0.79,0.87
2016-11-30,0.78,0.87
2016-12-01,0.78,0.86
2016-12-02,0.79,0.87
2016-12-03,0.81,0.86
2016-12-04,0.81,0.85
2016-12-05,0.79,0.87
2016-12-06,0.79,0.87
2016-12-07,0.78,0.86
2016-12-08,0.78,0.86
2016-12-09,0.79,0.87
2016-12-10,0.82,0.86
2016-12-11,0.81,0.85
2016-12-12,0.79,0.87
2016-12-13,0.79,0.86
2016-12-14,0.78,0.86
2016-12-15,0.78,0.86
2016-12-16,0.79,0.87
2016-12-17,0.81,0.86
2016-12-18,0.81,0.85
2016-12-19,0.79,0.86
2016-12-20,0.78,0.86
2016-12-21,0.78,0.86
2016-12-22,0.79,0.86
2016-12-23,0.80,0.86
2016-12-24,0.82,0.86
2016-12-25,0.82,0.83
2016-12-26,0.80,0.84
2016-12-27,0.80,0.86
2016-12-28,0.80,0.86
2016-12-29,0.81,0.87
2016-12-30,0.82,0.87
2016-12-31,0.84,0.87
2017-01-01,0.83,0.87
2017-01-02,0.83,0.87
2017-01-03,0.80,0.87
2017-01-04,0.80,0.87
2017-01-05,0.80,0.87
2017-01-06,0.80,0.88
2017-01-07,0.83,0.87
2017-01-08,0.82,0.86
2017-01-09,0.80,0.87
2017-01-10,0.80,0.87
2017-01-11,0.79,0.87
2017-01-12,0.79,0.87
2017-01-13,0.80,0.87
2017-01-14,0.82,0.87
2017-01-15,0.81,0.85
2017-01-16,0.80,0.86
2017-01-17,0.80,0.87
2017-01-18,0.79,0.87
2017-01-19,0.79,0.87
2017-01-20,0.80,0.87
2017-01-21,0.82,0.87
2017-01-22,0.81,0.85
2017-01-23,0.80,0.87
2017-01-24,0.80,0.87
2017-01-25,0.80,0.87
2017-01-26,0.80,0.87
2017-01-27,0.80,0.88
2017-01-28,0.83,0.87
2017-01-29,0.83,0.85
2017-01-30,0.81,0.87
2017-01-31,0.80,0.87
2017-02-01,0.80,0.87
2017-02-02,0.80,0.87
2017-02-03,0.81,0.88
2017-02-04,0.83,0.87
2017-02-05,0.83,0.85
2017-02-06,0.81,0.87
2017-02-07,0.81,0.87
2017-02-08,0.80,0.87
2017-02-09,0.80,0.87
2017-02-10,0.81,0.88
2017-02-11,0.84,0.87
2017-02-12,0.83,0.85
2017-02-13,0.82,0.87
2017-02-14,0.81,0.87
2017-02-15,0.80,0.87
2017-02-16,0.81,0.87
2017-02-17,0.82,0.88
2017-02-18,0.84,0.87
2017-02-19,0.83,0.85
2017-02-20,0.81,0.87
2017-02-21,0.81,0.87
2017-02-22,0.81,0.87
2017-02-23,0.80,0.87
2017-02-24,0.82,0.88
2017-02-25,0.83,0.87
2017-02-26,0.84,0.85
2017-02-27,0.82,0.87
2017-02-28,0.81,0.87
2017-03-01,0.82,0.87
2017-03-02,0.81,0.87
2017-03-03,0.82,0.88
2017-03-04,0.84,0.87
2017-03-05,0.84,0.85
2017-03-06,0.82,0.87
2017-03-07,0.82,0.87
2017-03-08,0.82,0.87
2017-03-09,0.82,0.87
2017-03-10,0.83,0.88
2017-03-11,0.85,0.87
2017-03-12,0.84,0.86
2017-03-13,0.82,0.87
2017-03-14,0.82,0.87
2017-03-15,0.82,0.87
2017-03-16,0.82,0.87
2017-03-17,0.83,0.88
2017-03-18,0.85,0.87
2017-03-19,0.85,0.86
2017-03-20,0.83,0.87
2017-03-21,0.84,0.87
2017-03-22,0.84,0.87
2017-03-23,0.83,0.87
2017-03-24,0.85,0.88
2017-03-25,0.87,0.87
2017-03-26,0.87,0.85
2017-03-27,0.85,0.87
2017-03-28,0.84,0.87
2017-03-29,0.84,0.87
2017-03-30,0.84,0.87
2017-03-31,0.85,0.88
2017-04-01,0.87,0.87
2017-04-02,0.87,0.86
2017-04-03,0.85,0.88
2017-04-04,0.85,0.87
2017-04-05,0.85,0.87
2017-04-06,0.84,0.87
2017-04-07,0.85,0.88
2017-04-08,0.87,0.87
2017-04-09,0.87,0.85
2017-04-10,0.85,0.87
2017-04-11,0.84,0.87
2017-04-12,0.84,0.87
2017-04-13,0.84,0.87
2017-04-14,0.85,0.88
2017-04-15,0.87,0.87
2017-04-16,0.86,0.85
2017-04-17,0.85,0.88
2017-04-18,0.85,0.87
2017-04-19,0.85,0.87
2017-04-20,0.85,0.87
2017-04-21,0.85,0.88
2017-04-22,0.87,0.87
2017-04-23,0.87,0.86
2017-04-24,0.85,0.88
2017-04-25,0.84,0.88
2017-04-26,0.85,0.87
2017-04-27,0.84,0.87
2017-04-28,0.85,0.88
2017-04-29,0.87,0.87
2017-04-30,0.87,0.86
2017-05-01,0.86,0.88
2017-05-02,0.85,0.88
2017-05-03,0.86,0.88
2017-05-04,0.86,0.88
2017-05-05,0.87,0.88
2017-05-06,0.87,0.87
2017-05-07,0.87,0.86
2017-05-08,0.86,0.88
2017-05-09,0.86,0.88
2017-05-10,0.86,0.87
2017-05-11,0.85,0.87
2017-05-12,0.86,0.88
2017-05-13,0.88,0.87
2017-05-14,0.87,0.85
2017-05-15,0.86,0.88
2017-05-16,0.86,0.88
2017-05-17,0.86,0.88
2017-05-18,0.86,0.88
2017-05-19,0.86,0.88
2017-05-20,0.88,0.87
2017-05-21,0.88,0.86
2017-05-22,0.86,0.88
2017-05-23,0.86,0.88
2017-05-24,0.86,0.88
2017-05-25,0.86,0.88
2017-05-26,0.87,0.88
2017-05-27,0.88,0.87
2017-05-28,0.88,0.86
2017-05-29,0.87,0.86
2017-05-30,0.86,0.88
2017-05-31,0.86,0.88
2017-06-01,0.86,0.88
2017-06-02,0.87,0.89
2017-06-03,0.88,0.88
2017-06-04,0.88,0.86
2017-06-05,0.86,0.88
2017-06-06,0.86,0.88
2017-06-07,0.86,0.88
2017-06-08,0.85,0.88
2017-06-09,0.86,0.88
2017-06-10,0.87,0.88
2017-06-11,0.87,0.86
2017-06-12,0.83,0.88
2017-06-13,0.75,0.88
2017-06-14,0.81,0.88
2017-06-15,0.86,0.88
2017-06-16,0.87,0.88
2017-06-17,0.88,0.88
2017-06-18,0.88,0.85
2017-06-19,0.86,0.88
2017-06-20,0.86,0.88
2017-06-21,0.86,0.88
2017-06-22,0.86,0.88
2017-06-23,0.87,0.88
2017-06-24,0.88,0.87
2017-06-25,0.88,0.86
2017-06-26,0.87,0.88
2017-06-27,0.86,0.88
2017-06-28,0.87,0.88
2017-06-29,0.86,0.88
2017-06-30,0.87,0.88
2017-07-01,0.88,0.87
2017-07-02,0.88,0.86
2017-07-03,0.87,0.87
2017-07-04,0.87,0.86
2017-07-05,0.87,0.88
2017-07-06,0.86,0.88
2017-07-07,0.87,0.88
2017-07-08,0.88,0.88
2017-07-09,0.88,0.86
2017-07-10,0.87,0.88
2017-07-11,0.87,0.88
2017-07-12,0.87,0.88
2017-07-13,0.86,0.88
2017-07-14,0.87,0.89
2017-07-15,0.89,0.88
2017-07-16,0.89,0.87
2017-07-17,0.87,0.88
2017-07-18,0.87,0.88
2017-07-19,0.87,0.88
2017-07-20,0.87,0.88
2017-07-21,0.87,0.88
2017-07-22,0.88,0.88
2017-07-23,0.88,0.86
2017-07-24,0.87,0.88
2017-07-25,0.87,0.88
2017-07-26,0.87,0.88
2017-07-27,0.87,0.88
2017-07-28,0.88,0.89
2017-07-29,0.89,0.88
2017-07-30,0.88,0.86
2017-07-31,0.87,0.88
2017-08-01,0.87,0.88
2017-08-02,0.87,0.88
2017-08-03,0.87,0.88
2017-08-04,0.88,0.89
2017-08-05,0.89,0.88
2017-08-06,0.89,0.86
2017-08-07,0.87,0.88
2017-08-08,0.88,0.88
2017-08-09,0.88,0.88
2017-08-11,0.88,0.89
2017-08-12,0.89,0.88
2017-08-13,0.89,0.87
2017-08-14,0.88,0.89
2017-08-15,0.88,0.89
2017-08-16,0.88,0.89
2017-08-17,0.88,0.89
2017-08-18,0.88,0.89
2017-08-19,0.89,0.88
2017-08-20,0.89,0.86
2017-08-21,0.88,0.88
2017-08-22,0.88,0.89
2017-08-23,0.88,0.88
2017-08-24,0.87,0.88
2017-08-25,0.88,0.89
2017-08-26,0.89,0.88
2017-08-27,0.89,0.86
2017-08-28,0.88,0.88
2017-08-29,0.88,0.89
2017-08-30,0.88,0.89
2017-08-31,0.87,0.88
2017-09-01,0.88,0.89
2017-09-02,0.90,0.88
2017-09-03,0.89,0.86
2017-09-04,0.88,0.87
2017-09-05,0.88,0.88
2017-09-06,0.88,0.88
2017-09-07,0.88,0.88
2017-09-08,0.88,0.89
2017-09-09,0.90,0.88
2017-09-10,0.89,0.86
2017-09-11,0.88,0.88
2017-09-12,0.87,0.88
2017-09-13,0.87,0.88
2017-09-14,0.87,0.88
2017-09-15,0.88,0.89
2017-09-16,0.89,0.88
2017-09-17,0.89,0.87
2017-09-18,0.88,0.89
2017-09-19,0.87,0.88
2017-09-20,0.87,0.89
2017-09-21,0.87,0.88
2017-09-22,0.88,0.89
2017-09-23,0.89,0.88
2017-09-24,0.89,0.87
2017-09-25,0.88,0.88
2017-09-26,0.88,0.89
2017-09-27,0.88,0.88
2017-09-28,0.88,0.88
2017-09-29,0.88,0.89
2017-09-30,0.90,0.88
2017-10-01,0.89,0.87
2017-10-02,0.88,0.89
2017-10-03,0.88,0.89
2017-10-04,0.88,0.89
2017-10-05,0.88,0.89
2017-10-06,0.88,0.89
2017-10-07,0.90,0.89
2017-10-08,0.90,0.88
2017-10-09,0.88,0.89
2017-10-10,0.88,0.89
2017-10-11,0.88,0.89
2017-10-12,0.88,0.89
2017-10-13,0.88,0.89
2017-10-14,0.90,0.89
2017-10-15,0.90,0.87
2017-10-16,0.88,0.89
2017-10-17,0.88,0.89
2017-10-18,0.88,0.89
2017-10-19,0.88,0.89
2017-10-20,0.88,0.89
2017-10-21,0.90,0.88
2017-10-22,0.89,0.86
2017-10-23,0.88,0.89
2017-10-24,0.88,0.89
2017-10-25,0.88,0.89
2017-10-26,0.88,0.89
2017-10-27,0.88,0.89
2017-10-28,0.89,0.88
2017-10-29,0.89,0.87
2017-10-30,0.88,0.89
2017-10-31,0.88,0.88
2017-11-01,0.88,0.89
2017-11-02,0.88,0.89
2017-11-03,0.89,0.90
2017-11-04,0.90,0.88
2017-11-05,0.89,0.87
2017-11-06,0.88,0.89
2017-11-07,0.88,0.89
2017-11-08,0.88,0.89
2017-11-09,0.88,0.89
2017-11-10,0.88,0.89
2017-11-11,0.90,0.88
2017-11-12,0.90,0.87
2017-11-13,0.88,0.89
2017-11-14,0.88,0.89
2017-11-15,0.88,0.89
2017-11-16,0.88,0.89
2017-11-17,0.89,0.89
2017-11-18,0.90,0.88
2017-11-19,0.90,0.87
2017-11-20,0.89,0.89
2017-11-21,0.88,0.89
2017-11-22,0.89,0.89
2017-11-23,0.89,0.87
2017-11-24,0.89,0.88
2017-11-25,0.90,0.88
2017-11-26,0.90,0.87
2017-11-27,0.89,0.89
2017-11-28,0.89,0.89
2017-11-29,0.89,0.89
2017-11-30,0.88,0.89
2017-12-01,0.89,0.90
2017-12-02,0.90,0.89
2017-12-03,0.90,0.87
2017-12-04,0.88,0.89
2017-12-05,0.88,0.89
2017-12-06,0.89,0.89
2017-12-07,0.88,0.89
2017-12-08,0.89,0.90
2017-12-09,0.90,0.89
2017-12-10,0.90,0.87
2017-12-11,0.89,0.89
2017-12-12,0.89,0.89
2017-12-13,0.89,0.89
2017-12-14,0.89,0.89
2017-12-15,0.89,0.90
2017-12-16,0.91,0.89
2017-12-17,0.90,0.87
2017-12-18,0.89,0.89
2017-12-19,0.89,0.89
2017-12-20,0.90,0.89
2017-12-21,0.89,0.89
2017-12-22,0.89,0.89
2017-12-23,0.91,0.88
2017-12-24,0.91,0.86
2017-12-25,0.90,0.85
2017-12-26,0.89,0.87
2017-12-27,0.90,0.88
2017-12-28,0.90,0.89
2017-12-29,0.90,0.89
2017-12-30,0.92,0.89
2017-12-31,0.92,0.88
2018-01-01,0.91,0.89
2018-01-02,0.90,0.90
2018-01-03,0.90,0.90
2018-01-04,0.90,0.89
2018-01-05,0.90,0.90
2018-01-06,0.91,0.89
2018-01-07,0.90,0.88
2018-01-08,0.89,0.89
2018-01-10,0.89,0.89
2018-01-11,0.89,0.89
2018-01-12,0.89,0.90
2018-01-13,0.91,0.89
2018-01-14,0.91,0.87
2018-01-15,0.89,0.89
2018-01-16,0.89,0.89
2018-01-17,0.89,0.89
2018-01-18,0.90,0.89
2018-01-19,0.90,0.90
2018-01-20,0.91,0.89
2018-01-21,0.91,0.87
2018-01-22,0.90,0.89
2018-01-23,0.89,0.89
2018-01-24,0.89,0.89
2018-01-25,0.89,0.89
2018-01-26,0.90,0.90
2018-01-27,0.91,0.89
2018-01-28,0.90,0.87
2018-01-29,0.89,0.89
2018-01-30,0.89,0.89
2018-01-31,0.89,0.89
2018-02-01,0.89,0.89
2018-02-02,0.90,0.90
2018-02-03,0.91,0.89
2018-02-04,0.91,0.87
2018-02-05,0.89,0.89
2018-02-06,0.89,0.89
2018-02-08,0.89,0.89
2018-02-10,0.91,0.89
2018-02-11,0.91,0.88
2018-02-12,0.90,0.90
2018-02-13,0.90,0.90
2018-02-14,0.90,0.89
2018-02-15,0.89,0.89
2018-02-16,0.90,0.90
2018-02-17,0.91,0.89
2018-02-18,0.91,0.88
2018-02-19,0.90,0.89
2018-02-20,0.89,0.90
2018-02-21,0.89,0.90
2018-02-22,0.89,0.89
2018-02-23,0.89,0.90
2018-02-24,0.91,0.89
2018-02-25,0.90,0.88
2018-02-26,0.89,0.90
2018-02-27,0.89,0.90
2018-02-28,0.89,0.90
2018-03-01,0.89,0.90
2018-03-02,0.90,0.90
2018-03-03,0.91,0.89
2018-03-04,0.90,0.88
2018-03-05,0.89,0.90
2018-03-06,0.89,0.90
2018-03-07,0.89,0.90
2018-03-08,0.89,0.89
2018-03-09,0.89,0.90
2018-03-10,0.91,0.89
2018-03-11,0.90,0.88
2018-03-12,0.89,0.89
2018-03-13,0.88,0.89
2018-03-14,0.88,0.89
2018-03-15,0.88,0.89
2018-03-16,0.88,0.90
2018-03-17,0.89,0.89
2018-03-18,0.89,0.87
2018-03-19,0.87,0.89
2018-03-20,0.88,0.90
2018-03-21,0.89,0.89
2018-03-22,0.89,0.89
2018-03-23,0.89,0.90
2018-03-24,0.90,0.88
2018-03-25,0.91,0.87
2018-03-26,0.89,0.89
2018-03-27,0.89,0.89
2018-03-28,0.89,0.89
2018-03-29,0.89,0.89
2018-03-30,0.90,0.89
2018-03-31,0.90,0.87
2018-04-01,0.90,0.86
2018-04-02,0.89,0.89
2018-04-03,0.89,0.89
2018-04-04,0.89,0.89
2018-04-05,0.89,0.89
2018-04-06,0.88,0.90
2018-04-07,0.91,0.88
2018-04-08,0.90,0.87
2018-04-09,0.88,0.89
2018-04-10,0.89,0.89
2018-04-11,0.90,0.89
2018-04-12,0.90,0.89
2018-04-13,0.90,0.90
2018-04-14,0.90,0.88
2018-04-15,0.90,0.87
2018-04-16,0.89,0.89
2018-04-17,0.89,0.89
2018-04-18,0.89,0.89
2018-04-19,0.89,0.89
2018-04-20,0.89,0.89
2018-04-21,0.88,0.87
2018-04-22,0.90,0.87
2018-04-23,0.89,0.89
2018-04-24,0.90,0.89
2018-04-25,0.89,0.89
2018-04-26,0.89,0.89
2018-04-27,0.90,0.89
2018-04-28,0.91,0.88
2018-04-29,0.91,0.89
2018-04-30,0.90,0.90
2018-05-01,0.90,0.90
2018-05-02,0.90,0.90
2018-05-03,0.90,0.90
2018-05-04,0.90,0.90
2018-05-05,0.92,0.88
2018-05-06,0.91,0.87
2018-05-07,0.90,0.89
2018-05-08,0.90,0.90
2018-05-09,0.90,0.89
2018-05-10,0.89,0.89
2018-05-11,0.90,0.90
2018-05-12,0.92,0.88
2018-05-13,0.91,0.87
2018-05-14,0.90,0.90
2018-05-15,0.90,0.89
2018-05-16,0.90,0.89
2018-05-17,0.89,0.89
2018-05-18,0.90,0.90
2018-05-19,0.91,0.88
2018-05-20,0.91,0.87
2018-05-21,0.90,0.90
2018-05-22,0.90,0.90
2018-05-23,0.90,0.90
2018-05-24,0.90,0.89
2018-05-25,0.90,0.90
2018-05-26,0.92,0.87
2018-05-27,0.91,0.86
2018-05-28,0.90,0.88
2018-05-29,0.90,0.90
2018-05-30,0.90,0.90
2018-05-31,0.90,0.89
2018-06-01,0.90,0.90
2018-06-02,0.92,0.88
2018-06-03,0.91,0.87
2018-06-04,0.90,0.89
2018-06-05,0.90,0.89
2018-06-06,0.90,0.89
2018-06-07,0.89,0.89
2018-06-08,0.90,0.89
2018-06-09,0.90,0.85
2018-06-10,0.90,0.85
2018-06-11,0.88,0.89
2018-06-12,0.89,0.89
2018-06-13,0.90,0.89
2018-06-14,0.90,0.89
2018-06-15,0.89,0.89
2018-06-16,0.91,0.84
2018-06-17,0.90,0.84
2018-06-18,0.89,0.89
2018-06-19,0.89,0.89
2018-06-20,0.89,0.89
2018-06-21,0.89,0.89
2018-06-22,0.89,0.89
2018-06-23,0.91,0.85
2018-06-24,0.90,0.85
2018-06-25,0.88,0.89
2018-06-26,0.88,0.89
2018-06-27,0.89,0.89
2018-06-28,0.89,0.89
2018-06-29,0.90,0.89
2018-06-30,0.91,0.85
2018-07-01,0.91,0.85
2018-07-02,0.89,0.89
2018-07-03,0.89,0.89
2018-07-04,0.89,0.87
2018-07-05,0.89,0.88
2018-07-06,0.90,0.89
2018-07-07,0.90,0.85
2018-07-08,0.91,0.85
2018-07-09,0.90,0.89
2018-07-10,0.90,0.89
2018-07-11,0.89,0.88
2018-07-12,0.89,0.88
2018-07-13,0.89,0.89
2018-07-14,0.90,0.85
2018-07-15,0.91,0.86
2018-07-16,0.90,0.89
2018-07-17,0.90,0.89
2018-07-18,0.90,0.90
2018-07-19,0.89,0.90
2018-07-20,0.90,0.90
2018-07-21,0.91,0.88
2018-07-22,0.91,0.88
2018-07-23,0.90,0.90
2018-07-24,0.90,0.90
2018-07-25,0.90,0.90
2018-07-26,0.90,0.90
2018-07-27,0.90,0.90
2018-07-28,0.91,0.89
2018-07-29,0.91,0.87
2018-07-30,0.90,0.90
2018-07-31,0.90,0.90
2018-08-01,0.90,0.90
2018-08-02,0.90,0.90
2018-08-03,0.89,0.90
2018-08-04,0.90,0.88
2018-08-05,0.91,0.87
2018-08-06,0.89,0.90
2018-08-07,0.89,0.90
2018-08-08,0.89,0.90
2018-08-09,0.90,0.90
2018-08-10,0.90,0.90
2018-08-11,0.90,0.88
2018-08-12,0.90,0.88
2018-08-13,0.89,0.90
2018-08-14,0.89,0.90
2018-08-15,0.90,0.90
2018-08-16,0.89,0.90
2018-08-17,0.89,0.90
2018-08-18,0.89,0.87
2018-08-19,0.90,0.87
2018-08-20,0.89,0.90
2018-08-21,0.89,0.90
2018-08-22,0.89,0.90
2018-08-23,0.88,0.90
2018-08-24,0.89,0.90
2018-08-25,0.91,0.88
2018-08-26,0.89,0.87
2018-08-27,0.89,0.90
2018-08-28,0.89,0.90
2018-08-29,0.90,0.90
2018-08-30,0.89,0.90
2018-08-31,0.90,0.90
2018-09-01,0.92,0.88
2018-09-02,0.92,0.87
2018-09-03,0.89,0.89
2018-09-04,0.90,0.90
2018-09-05,0.90,0.90
2018-09-06,0.90,0.90
2018-09-07,0.90,0.91
2018-09-08,0.91,0.88
2018-09-09,0.90,0.88
2018-09-10,0.89,0.91
2018-09-11,0.89,0.90
2018-09-12,0.89,0.90
2018-09-13,0.89,0.90
2018-09-14,0.90,0.90
2018-09-15,0.91,0.87
2018-09-16,0.91,0.88
2018-09-17,0.90,0.90
2018-09-18,0.90,0.90
2018-09-19,0.90,0.90
2018-09-20,0.90,0.90
2018-09-21,0.91,0.91
2018-09-22,0.92,0.89
2018-09-23,0.92,0.89
2018-09-24,0.91,0.91
2018-09-25,0.90,0.90
2018-09-26,0.91,0.90
2018-09-27,0.90,0.90
2018-09-28,0.91,0.91
2018-09-29,0.93,0.89
2018-09-30,0.92,0.88
2018-10-01,0.91,0.91
2018-10-02,0.91,0.91
2018-10-03,0.91,0.90
2018-10-04,0.91,0.90
2018-10-05,0.91,0.91
2018-10-06,0.93,0.88
2018-10-07,0.93,0.89
2018-10-08,0.92,0.90
2018-10-09,0.91,0.90
2018-10-10,0.91,0.90
2018-10-11,0.91,0.90
2018-10-12,0.92,0.91
2018-10-13,0.93,0.89
2018-10-14,0.93,0.88
2018-10-15,0.91,0.91
2018-10-16,0.91,0.91
2018-10-17,0.92,0.90
2018-10-18,0.92,0.90
2018-10-19,0.92,0.90
2018-10-20,0.93,0.88
2018-10-21,0.93,0.87
2018-10-22,0.91,0.90
2018-10-23,0.91,0.90
2018-10-24,0.91,0.90
2018-10-25,0.92,0.90
2018-10-26,0.92,0.90
2018-10-27,0.93,0.87
2018-10-28,0.93,0.87
2018-10-29,0.91,0.90
2018-10-30,0.91,0.90
2018-10-31,0.92,0.90
2018-11-01,0.92,0.90
2018-11-02,0.92,0.91
2018-11-03,0.93,0.88
2018-11-04,0.93,0.87
2018-11-05,0.92,0.91
2018-11-06,0.92,0.91
2018-11-07,0.92,0.91
2018-11-08,0.92,0.91
2018-11-09,0.92,0.91
2018-11-10,0.93,0.89
2018-11-11,0.93,0.88
2018-11-12,0.91,0.90
2018-11-13,0.91,0.91
2018-11-14,0.91,0.91
2018-11-15,0.91,0.91
2018-11-16,0.92,0.91
2018-11-17,0.93,0.89
2018-11-18,0.93,0.88
2018-11-19,0.92,0.91
2018-11-20,0.91,0.91
2018-11-21,0.92,0.90
2018-11-22,0.92,0.89
2018-11-23,0.93,0.90
2018-11-24,0.93,0.89
2018-11-25,0.93,0.88
2018-11-26,0.92,0.91
2018-11-27,0.91,0.91
2018-11-28,0.92,0.91
2018-11-29,0.91,0.91
2018-11-30,0.92,0.91
2018-12-01,0.93,0.89
2018-12-02,0.93,0.89
2018-12-03,0.91,0.91
2018-12-04,0.92,0.91
2018-12-05,0.91,0.91
2018-12-06,0.91,0.91
2018-12-07,0.92,0.91
2018-12-08,0.93,0.89
2018-12-09,0.93,0.89
2018-12-10,0.92,0.91
2018-12-11,0.91,0.91
2018-12-12,0.92,0.91
2018-12-13,0.91,0.91
2018-12-14,0.92,0.91
2018-12-15,0.93,0.89
2018-12-16,0.93,0.88
2018-12-17,0.92,0.91
2018-12-18,0.92,0.91
2018-12-19,0.92,0.91
2018-12-20,0.92,0.91
2018-12-21,0.91,0.91
2018-12-22,0.93,0.89
2018-12-23,0.93,0.88
2018-12-24,0.92,0.88
2018-12-25,0.92,0.86
2018-12-26,0.92,0.89
2018-12-27,0.92,0.90
2018-12-28,0.92,0.91
2018-12-29,0.93,0.90
2018-12-30,0.94,0.90
2018-12-31,0.93,0.90
2019-01-01,0.93,0.90
2019-01-02,0.92,0.92
2019-01-03,0.92,0.92
2019-01-04,0.92,0.91
2019-01-05,0.93,0.89
2019-01-06,0.93,0.88
2019-01-07,0.91,0.91
2019-01-08,0.91,0.91
2019-01-09,0.91,0.91
2019-01-10,0.91,0.91
2019-01-11,0.91,0.91
2019-01-12,0.93,0.89
2019-01-13,0.93,0.89
2019-01-14,0.91,0.91
2019-01-15,0.91,0.91
2019-01-16,0.91,0.91
2019-01-17,0.91,0.91
2019-01-18,0.92,0.91
2019-01-19,0.93,0.89
2019-01-20,0.93,0.88
2019-01-21,0.91,0.91
2019-01-22,0.91,0.91
2019-01-23,0.91,0.91
2019-01-24,0.92,0.91
2019-01-25,0.92,0.92
2019-01-26,0.93,0.89
2019-01-27,0.93,0.89
2019-01-28,0.92,0.91
2019-01-29,0.92,0.91
2019-01-30,0.92,0.91
2019-01-31,0.92,0.91
2019-02-01,0.92,0.92
2019-02-02,0.93,0.89
2019-02-03,0.93,0.89
2019-02-04,0.92,0.92
2019-02-08,0.92,0.92
2019-02-09,0.94,0.90
2019-02-10,0.94,0.90
2019-02-11,0.92,0.92
2019-02-12,0.92,0.92
2019-02-13,0.92,0.91
2019-02-14,0.92,0.91
